timestamp,values
23/02/2025 18:42,25.05409977
23/02/2025 19:12,24.2568679
23/02/2025 19:42,24.90731793
23/02/2025 20:12,24.90467373
23/02/2025 20:42,26.3199033
23/02/2025 21:12,26.07560095
23/02/2025 21:42,25.88374494
23/02/2025 22:12,26.53898154
23/02/2025 22:42,24.30228677
23/02/2025 23:12,25.37213425
23/02/2025 23:42,25.04548729
24/02/2025 00:12,24.86499096
24/02/2025 00:42,27.960861
24/02/2025 01:12,24.62628343
24/02/2025 01:42,25.70800049
24/02/2025 02:12,24.73831359
24/02/2025 02:42,22.52131988
24/02/2025 03:12,26.33381565
24/02/2025 03:42,24.82059078
24/02/2025 04:12,23.88570839
24/02/2025 04:42,24.69921898
24/02/2025 05:12,22.1337429
24/02/2025 05:42,24.54746968
24/02/2025 06:12,24.77753376
24/02/2025 06:42,26.7749334
24/02/2025 07:12,25.60851142
24/02/2025 07:42,24.80835857
24/02/2025 08:12,25.90436227
24/02/2025 08:42,21.73460135
24/02/2025 09:12,21.90559392
24/02/2025 09:42,23.53598555
24/02/2025 10:12,22.61018007
24/02/2025 10:42,21.99469921
24/02/2025 11:12,23.51280902
24/02/2025 11:42,30.54167589
24/02/2025 12:12,26.64581326
24/02/2025 12:42,26.65873241
24/02/2025 13:12,25.01471499
24/02/2025 13:42,24.42483699
24/02/2025 14:12,25.41606468
24/02/2025 14:42,25.66296205
24/02/2025 15:12,22.32742949
24/02/2025 15:42,22.58441607
24/02/2025 16:12,21.74777055
24/02/2025 16:42,24.03458044
24/02/2025 17:12,24.06993579
24/02/2025 17:42,25.41004423
24/02/2025 18:12,25.85459202
24/02/2025 18:42,26.5240963
24/02/2025 19:12,25.24574047
24/02/2025 19:42,23.36449401
24/02/2025 20:12,25.39722923
24/02/2025 20:42,25.32718794
24/02/2025 21:12,21.30577166
24/02/2025 21:42,22.46251267
24/02/2025 22:12,23.37701252
24/02/2025 22:42,24.47290264
24/02/2025 23:12,23.93561954
24/02/2025 23:42,23.07329892
25/02/2025 00:12,23.59471948
25/02/2025 00:42,25.70403362
25/02/2025 01:12,25.13445226
25/02/2025 01:42,24.75512027
25/02/2025 02:12,25.12146243
25/02/2025 02:42,22.3779919
25/02/2025 03:12,22.73709035
25/02/2025 03:42,25.54764827
25/02/2025 04:12,26.40344843
25/02/2025 04:42,25.96192006
25/02/2025 05:12,25.55260672
25/02/2025 05:42,27.48568847
25/02/2025 06:12,25.96768792
25/02/2025 06:42,27.20320815
25/02/2025 07:12,23.05634096
25/02/2025 07:42,24.94204496
25/02/2025 08:12,25.37082075
25/02/2025 08:42,24.2679548
25/02/2025 09:12,29.59483918
25/02/2025 09:42,27.64028143
25/02/2025 10:12,26.59359875
25/02/2025 10:42,24.04289781
25/02/2025 11:12,25.34720846
25/02/2025 11:42,29.52185907
25/02/2025 12:12,22.50119016
25/02/2025 12:42,26.16239548
25/02/2025 13:12,25.29301869
25/02/2025 13:42,25.3866154
25/02/2025 14:12,26.0093997
25/02/2025 14:42,24.94214295
25/02/2025 15:12,25.66238604
25/02/2025 15:42,25.17219836
25/02/2025 16:12,14.3579277
25/02/2025 16:42,15.23301252
25/02/2025 17:12,15.88836617
25/02/2025 17:42,16.18238414
25/02/2025 18:12,15.84884662
25/02/2025 18:42,17.81016216
25/02/2025 19:12,15.87042632
25/02/2025 19:42,26.07383797
25/02/2025 20:12,24.65205648
25/02/2025 20:42,25.34747414
25/02/2025 21:12,24.54622946
25/02/2025 21:42,23.02022202
25/02/2025 22:12,21.58992541
25/02/2025 22:42,21.98937532
25/02/2025 23:12,24.74114519
25/02/2025 23:42,23.34268664
26/02/2025 00:12,23.52906566
26/02/2025 00:42,25.62165616
26/02/2025 01:12,26.55889433
26/02/2025 01:42,24.35528877
26/02/2025 02:12,26.37782716
26/02/2025 02:42,24.419871
26/02/2025 03:12,24.9350076
26/02/2025 03:42,25.64619188
26/02/2025 04:12,25.17695102
26/02/2025 04:42,25.49749371
26/02/2025 05:12,25.43099074
26/02/2025 05:42,25.69915733
26/02/2025 06:12,26.5158709
26/02/2025 06:42,27.43479385
26/02/2025 07:12,27.29941184
26/02/2025 07:42,23.21023102
26/02/2025 08:12,23.48568929
26/02/2025 08:42,22.71756246
26/02/2025 09:12,25.47569453
26/02/2025 09:42,27.16312016
26/02/2025 10:12,25.57684495
26/02/2025 10:42,23.25729232
26/02/2025 11:12,24.91505819
26/02/2025 11:42,24.76841706
26/02/2025 12:12,28.30022412
26/02/2025 12:42,27.48228701
26/02/2025 13:12,27.26961732
26/02/2025 13:42,26.32167086
26/02/2025 14:12,24.2788611
26/02/2025 14:42,27.75185358
26/02/2025 15:12,27.37119121
26/02/2025 15:42,26.2123513
26/02/2025 16:12,25.94257638
26/02/2025 16:42,28.67632684
26/02/2025 17:12,27.25652068
26/02/2025 17:42,26.31342097
26/02/2025 18:12,26.52818
26/02/2025 18:42,23.64473312
26/02/2025 19:12,23.57180247
26/02/2025 19:42,24.30913823
26/02/2025 20:12,24.43374941
26/02/2025 20:42,24.70741199
26/02/2025 21:12,26.90166254
26/02/2025 21:42,26.38297319
26/02/2025 22:12,25.36859525
26/02/2025 22:42,24.58183264
26/02/2025 23:12,23.42184651
26/02/2025 23:42,24.83126666
27/02/2025 00:12,25.6781714
27/02/2025 00:42,22.78227638
27/02/2025 01:12,23.54156553
27/02/2025 01:42,25.44042497
27/02/2025 02:12,23.43243776
27/02/2025 02:42,25.34767871
27/02/2025 03:12,25.68389647
27/02/2025 03:42,24.27451353
27/02/2025 04:12,21.7956508
27/02/2025 04:42,23.84098745
27/02/2025 05:12,24.57756642
27/02/2025 05:42,24.3971053
27/02/2025 06:12,25.76813872
27/02/2025 06:42,24.15020843
27/02/2025 07:12,36.64018433
27/02/2025 07:42,34.9502772
27/02/2025 08:12,36.33589147
27/02/2025 08:42,23.45055654
27/02/2025 09:12,23.63440889
27/02/2025 09:42,25.88749915
27/02/2025 10:12,25.96373783
27/02/2025 10:42,27.35921338
27/02/2025 11:12,25.36061566
27/02/2025 11:42,25.04043315
27/02/2025 12:12,25.8570327
27/02/2025 12:42,25.17402231
27/02/2025 13:12,27.77002296
27/02/2025 13:42,24.74493865
27/02/2025 14:12,25.9570465
27/02/2025 14:42,28.01004624
27/02/2025 15:12,25.96193919
27/02/2025 15:42,23.76307854
27/02/2025 16:12,24.20978295
27/02/2025 16:42,25.68317475
27/02/2025 17:12,25.74422749
27/02/2025 17:42,26.63202297
27/02/2025 18:12,25.69349373
27/02/2025 18:42,26.12717569
27/02/2025 19:12,25.39852571
27/02/2025 19:42,25.3491244
27/02/2025 20:12,25.5800753
27/02/2025 20:42,24.7310673
27/02/2025 21:12,26.90027376
27/02/2025 21:42,0
27/02/2025 22:12,0
27/02/2025 22:42,0
27/02/2025 23:12,25.04747343
27/02/2025 23:42,23.77378084
28/02/2025 00:12,23.99964549
28/02/2025 00:42,25.80732654
28/02/2025 01:12,23.64802133
28/02/2025 01:42,25.08988737
28/02/2025 02:12,25.65687128
28/02/2025 02:42,24.94676562
28/02/2025 03:12,25.69738184
28/02/2025 03:42,25.81154649
28/02/2025 04:12,28.31023651
28/02/2025 04:42,25.14844952
28/02/2025 05:12,25.04592533
28/02/2025 05:42,26.28648563
28/02/2025 06:12,27.0806433
28/02/2025 06:42,27.89309088
28/02/2025 07:12,26.65438303
28/02/2025 07:42,24.02847474
28/02/2025 08:12,24.72682239
28/02/2025 08:42,24.32760151
28/02/2025 09:12,23.08724304
28/02/2025 09:42,24.71946458
28/02/2025 10:12,22.48433997
28/02/2025 10:42,26.4241066
28/02/2025 11:12,26.9886082
28/02/2025 11:42,27.31336034
28/02/2025 12:12,23.0912806
28/02/2025 12:42,26.5492572
28/02/2025 13:12,27.14030552
28/02/2025 13:42,24.60781341
28/02/2025 14:12,26.14215817
28/02/2025 14:42,24.16892415
28/02/2025 15:12,23.53802397
28/02/2025 15:42,36.58457586
28/02/2025 16:12,38.85329596
28/02/2025 16:42,33.77033358
28/02/2025 17:12,25.16145538
28/02/2025 17:42,25.86540722
28/02/2025 18:12,27.20248979
28/02/2025 18:42,26.1407068
28/02/2025 19:12,26.69072764
28/02/2025 19:42,26.78601809
28/02/2025 20:12,25.1030919
28/02/2025 20:42,25.48866993
28/02/2025 21:12,24.7505563
28/02/2025 21:42,21.09123857
28/02/2025 22:12,23.22672037
28/02/2025 22:42,24.64089387
28/02/2025 23:12,25.5943848
28/02/2025 23:42,27.25134577
01/03/2025 00:12,37.09559477
01/03/2025 00:42,33.31805779
01/03/2025 01:12,23.28051911
01/03/2025 01:42,23.38951931
01/03/2025 02:12,25.19849883
01/03/2025 02:42,27.26801454
01/03/2025 03:12,24.96734194
01/03/2025 03:42,25.74640199
01/03/2025 04:12,27.29211107
01/03/2025 04:42,24.90174022
01/03/2025 05:12,25.46126013
01/03/2025 05:42,26.37992394
01/03/2025 06:12,24.99538847
01/03/2025 06:42,25.49120436
01/03/2025 07:12,24.23240842
01/03/2025 07:42,22.39539956
01/03/2025 08:12,26.26121681
01/03/2025 08:42,24.87323646
01/03/2025 09:12,26.05451554
01/03/2025 09:42,25.49145807
01/03/2025 10:12,25.59074062
01/03/2025 10:42,25.16354682
01/03/2025 11:12,26.25053268
01/03/2025 11:42,27.31582651
01/03/2025 12:12,26.93280221
01/03/2025 12:42,25.96074928
01/03/2025 13:12,25.32382497
01/03/2025 13:42,24.15960623
01/03/2025 14:12,24.9468142
01/03/2025 14:42,26.75960109
01/03/2025 15:12,24.88208022
01/03/2025 15:42,25.46523926
01/03/2025 16:12,26.32764887
01/03/2025 16:42,24.75922481
01/03/2025 17:12,25.22378097
01/03/2025 17:42,26.54095419
01/03/2025 18:12,26.58175956
01/03/2025 18:42,26.05274911
01/03/2025 19:12,24.61027052
01/03/2025 19:42,24.52225999
01/03/2025 20:12,26.00888047
01/03/2025 20:42,26.91930441
01/03/2025 21:12,26.58322919
01/03/2025 21:42,24.97261123
01/03/2025 22:12,25.88691172
01/03/2025 22:42,22.22461061
01/03/2025 23:12,24.65220307
01/03/2025 23:42,26.20553342
02/03/2025 00:12,23.68303466
02/03/2025 00:42,24.51099593
02/03/2025 01:12,23.72049653
02/03/2025 01:42,25.4167127
02/03/2025 02:12,20.03886609
02/03/2025 02:42,16.9247429
02/03/2025 03:12,14.85359314
02/03/2025 03:42,27.59694334
02/03/2025 04:12,24.7112223
02/03/2025 04:42,22.0802643
02/03/2025 05:12,24.6846512
02/03/2025 05:42,21.94043302
02/03/2025 06:12,23.60709969
02/03/2025 06:42,25.27376635
02/03/2025 07:12,26.94043302
02/03/2025 07:42,28.60709969
02/03/2025 08:12,30.27376635
